conversation_tagging_id	index_en	id	msg	time	chat_id	user_id	word count	Language	Preassigned Topic	Preassigned Subtopic	Topic_L1	Topic_L2	AnswerType	Confirmation	Scenario
443	10641	222491	i wan pay my bill through credit card	1472012151	9794	0	8	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	RequestPay
454	10892	228659	hi, i have a question. i suppose to pay RM 55.33 but just now i just paid for rm 50. how can i pay for the rest?	1472269536	10035	0	25	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
469	11281	230518	I would like to make payment thru on line. How ?	1472368217	10114	0	11	English	Billing	Payment Channel	Billing	PaymentChannel	Procedure	False	HowPay
469	11288	230539	Beside this method any other way to make payment ?	1472368475	10114	0	10	English	Billing	Payment Channel	Billing	PaymentChannel	ObjectName	False	MethodExcept
472	11346	231030	i want payment on online	1472377490	10131	0	5	English	Billing	Billing Details	Billing	PaymentChannel	Procedure	False	RequestPay
479	11503	235662	ok. i would like to make payment via Maybank 2 u.	1472531514	10303	0	9	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	PaymentChannel	Procedure	False	RequestPay
480	11513	235785	HOW CAN I PAY BY ONLINE	1472533176	10307	0	6	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
483	11591	236168	how to make payment by debit card	1472537666	10321	0	7	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
486	11661	236433	how do i want to pay my bill online?	1472539523	10331	0	9	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
499	11995	239670	can I pay my bill online	1472634010	10455	0	6	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	True	HowPay
499	12006	239731	got the bill, where to pay	1472634519	10455	0	6	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
503	12084	240076	May I know how to pay the bill if it only costs 8 sen	1472639939	10469	0	14	English	Billing	Billing Charges	Billing	PaymentChannel	Procedure	False	HowPay
503	12089	240083	My bill is RM 16.08 RM 16.00 will pay by the company and how to pay the remaining 8 sen?	1472640081	10469	0	18	English	Billing	Billing Charges	Billing	PaymentChannel	Procedure	False	HowPay
515	12360	244792	Hi there<NL>I want to pay my bill for moth of Aug	1472711961	10672	0	11	English	Billing	Billing Details	Billing	PaymentChannel	Procedure	False	RequestPay
517	12418	244974	PAY BILL	1472712869	10679	0	2	English	Billing	Payment Channel	Billing	PaymentChannel	Procedure	False	RequestPay
517	12420	244985	HELLO..I NEED TO PAY MY BILL BY COUNTER..WHERE I MUST GO?	1472712897	10679	0	11	English	Billing	Payment Channel	Billing	PaymentChannel	ObjectLocation	False	HowPay
533	12773	248963	Y i cant pay my bill online?	1472793650	10849	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill
548	13205	267234	I WOULD LIKE TO PAY THE BILL BY MAYBANK 2 U<NL>HOW?	1473308689	11538	0	10	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
555	13351	269312	Can't make payment online.	1473396307	11620	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill
585	13996	287903	how to pay bill online ?	1474023161	12335	0	6	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
586	14012	288101	Hi, I can't made payment	1474026830	12343	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill
587	14038	288178	but i have make an online payment thru my bank account	1474028945	12349	0	11	English	Billing	Billing Details	Billing	PaymentStatus	ObjectName	False	ConfirmPayment
597	14245	293269	i want to pay my bill online..how can i do it?	1474255718	12555	0	11	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
597	14248	293286	i want to pay my bill online..how can i do it?	1474255890	12555	0	11	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
597	14253	293319	I LOGIN ALREADY, THE PAGE ASK ME TO SIGN UP FOR AUTO DEBIT, I DONT WANT AUTO DEBIT, I WAN TO PAY ONLINE EVERY MONTH, WHAT SHUD I DO?	1474256220	12555	0	29	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
621	14814	296106	I would like to pay the bill using online banking, is it okay?	1474351439	12664	0	13	English	Billing	Billing Details	Billing	PaymentChannel	Procedure	True	HowPay
624	14892	296082	i try to pay my bill bu online banking, but cant. why??.	1474351220	12667	0	12	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill
624	14901	296117	yeah. i often pay by online banking but dont know why today cant.	1474351717	12667	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill
635	15143	297477	hi, how can i pay my bill online?	1474371331	12725	0	8	English	Billing	Payment Channel	Billing	PaymentChannel	Procedure	False	HowPay
635	15148	297488	what is the account number that i should transfer to?	1474371527	12725	0	10	English	Billing	Payment Channel	Billing	PaymentChannel	ObjectName	False	PayWho
636	15163	297774	Hi, seems i can't pay through online	1474413114	12737	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill
643	15379	298032	how to pay bill by master card	1474421744	12750	0	7	English	Billing	Auto Debit Application	Billing	PaymentChannel	Procedure	False	HowPay
665	15833	299776	If my redone number only used RM 2.47 how to pay online?	1474458405	12828	0	12	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	PaymentChannel	Procedure	False	HowPay
667	15876	299926	how to pay bill	1474461870	12834	0	4	English	Billing	Payment Channel	Billing	PaymentChannel	Procedure	False	HowPay
675	16050	300463	HOW CAN I MAKE PAYMENT ?	1474513234	12858	0	6	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
675	16074	300495	but how to pay	1474513559	12858	0	4	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
686	16306	301155	Hi, Good afternoon, can i pay online ?	1474527012	12891	0	8	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	True	HowPay
686	16310	301167	esther here.. actually i want to pay the bill by credit card	1474527140	12891	0	12	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
694	16503	301671	HOW TO PAY BILL USING MYBANK 2 U	1474538666	12912	0	6	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	PaymentChannel	Procedure	False	HowPay
696	16521	301727	Can l pay my bill through maybank 2 u	1474542497	12916	0	7	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	True	HowPay
704	16706	302168	Can i pay my bill online?	1474595482	12936	0	6	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	True	HowPay
706	16742	302269	Hi, may i know how could i pay bills through maybank 2 u except from paying through redone website? What's the corporation payee name in the maybank 2 u website?	1474598954	12941	0	26	English	Billing	Payment Channel	Billing	PaymentChannel	Procedure	False	MethodExcept
707	16758	302339	hi...im suraya,i would like to pay my bill..can i use internet banking	1474600178	12944	0	12	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
713	16907	302568	HOW TO PAY BILL ONLINE?	1474604637	12953	0	5	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
726	17324	304328	so how can i pay for it?	1474700840	13021	0	7	English	Billing	Billing Details	Billing	PaymentChannel	Procedure	False	HowPay
726	17328	304334	ok how to pay?	1474701007	13021	0	4	English	Billing	Billing Details	Billing	PaymentChannel	Procedure	False	HowPay
726	17333	304341	ok how can i pay for 016 - 2280728 now?	1474701129	13021	0	8	English	Billing	Billing Details	Billing	PaymentChannel	Procedure	False	HowPay
730	17425	304419	Can I pay online?	1474704616	13026	0	4	English	Billing	Payment Channel	Billing	PaymentChannel	Procedure	True	HowPay
736	17584	304852	hi can i know my jompay code pls	1474762347	13043	0	8	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	PaymentChannel	ObjectName	False	PayWho
736	17594	304872	can i pay at jompay with my cimb?	1474762837	13043	0	8	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	PaymentChannel	Procedure	True	HowPay
736	17596	304880	if i pay at atm maybank how long it takes	1474763008	13043	0	10	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	PaymentChannel	ObjectTime	False	WhenProcess
738	17622	304884	how to pay online	1474763075	13046	0	4	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
741	17701	304980	hi my code for jompay is 8607 then they as the ref no. can i know what is ref no pls	1474764064	13049	0	21	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	PaymentChannel	ObjectName	False	PayWho
743	17738	305220	I just want to know any kiosk open on Sunday?	1474772462	13059	0	10	English	Billing	Make Payment - Dealers	Billing	PaymentChannel	ObjectLocation	True	WherePay
743	17749	305231	Any In kl area that I able to settle my bill?	1474772697	13059	0	11	English	Billing	Make Payment - Dealers	Billing	PaymentChannel	ObjectLocation	True	WherePay
743	17753	305235	HQ also not open on Sunday?	1474772880	13059	0	6	English	Billing	Make Payment - Dealers	Wrong	Wrong	None	True	None
749	17905	305953	hi i want to make payment..and this my first time pay by online.. i need your favour	1474798523	13086	0	17	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
749	17909	305957	beside fullfill outodebit form.. do u have onother way to make pyment	1474798648	13086	0	12	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	ObjectName	False	MethodExcept
752	17982	306209	can pay online?	1474806465	13099	0	3	English	Billing	Payment Type	Billing	PaymentChannel	Procedure	True	HowPay
753	17989	306247	How can i pay the bill but there is no massage about bill from redONE to inform my bill?	1474807164	13102	0	19	English	Billing	Billing Details	Billing	PaymentChannel	Procedure	False	HowPay
759	18093	306497	Hi, can i know which value i should refer to pay my red 1 bill for this month?	1474852925	13111	0	18	English	Billing	Billing Details	Billing	BillOutstanding	ObjectName	True	WhichFieldToPay
759	18097	306503	Yes sure.Thank you. Its my first time use this online pay for red 1 bill. Can you assist me on this? How can i know my bill for this month?	1474853075	13111	0	30	English	Billing	Billing Details	Billing	Document	Procedure	False	HowViewBill
766	18285	306930	want to make a payment	1474866978	13131	0	5	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	RequestPay
766	18288	306933	want to make a payment via maybank 2 u	1474867066	13131	0	8	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	RequestPay
785	18733	308133	Hi.. How can I pay my red 1 bill?	1474892220	13181	0	9	English	Billing	Payment Channel	Billing	PaymentChannel	Procedure	False	HowPay
785	18748	308158	Can I pay using Public Bank online transaction?	1474892611	13181	0	8	English	Billing	Payment Channel	Billing	PaymentChannel	Procedure	True	HowPay
785	18750	308162	May I know what is Selfcare and Jompay?	1474892701	13181	0	8	English	Billing	Payment Channel	Billing	PaymentChannel	ObjectDefinition	False	PaymentChannelOthers
785	18751	308163	owh... okay..<NL>by using Jompay... how do I pay?	1474892758	13181	0	8	English	Billing	Payment Channel	Billing	PaymentChannel	Procedure	False	HowPay
791	18896	308492	why I want pay use maybank credit card online through RedOne Web site, it ask me to login maybank account?	1474937370	13195	0	20	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Reason	False	HowPay
793	18943	308804	Hi , i need to make payment	1474944563	13210	0	7	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	RequestPay
805	19255	309398	can i know where can pay payment in melaka?<NL>aeon bandaraya cannot pay payment alrdy ... why ?	1474954738	13233	0	17	English	Billing	Payment Channel	Billing	PaymentChannel	ObjectLocation	True	WherePay
807	19300	309423	How to pay on line	1474955052	13235	0	5	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
824	19679	310806	I have an outstanding bill of RM 3.83 on a subline which has already been separated and terminated. How can I pay online?	1474978808	13290	0	22	English	Billing	Payment Channel	Billing	PaymentChannel	Procedure	False	HowPay
830	19830	311352	OR U CAN GIVE DIRECTION HOW TO PAY WITH CIMBCLICK	1475027429	13317	0	10	English	Billing	Payment Status	Billing	PaymentChannel	Procedure	True	HowPay
830	19859	311509	got extra when using online payment????	1475028737	13317	0	6	English	Billing	Payment Status	None	None	None	True	None
855	20419	313494	how to pay online	1475051905	13407	0	4	English	Billing	Payment Channel	Billing	PaymentChannel	Procedure	False	HowPay
862	20578	313947	now I need to know a very near center where I could pay my bills	1475065485	13425	0	15	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	ObjectLocation	False	WherePay
864	20640	313963	how i pay the bill?	1475065739	13429	0	5	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
898	21589	316708	is redone stops accepting online credit card payment?	1475200171	13544	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	True	CannotPayBill
1218	29990	349735	How to pay my bills ?	1476151731	14963	0	6	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
1220	30050	350065	I WOULD LIKE TO DO ONLINE PAYMENT ,WHAT IS THE ACCOUNT NUMBER SHOULD I KEY IN	1476160352	14979	0	16	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	ObjectName	False	UseWhatAccountID
1220	30053	350068	IS IT EASY TO DO THORUGH SELF CARE	1476160433	14979	0	8	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	True	HowPay
1220	30054	350069	OR I DI MAYBANK 2 U	1476160440	14979	0	4	English	Billing	Make Payment - Selfcare	None	None	None	False	None
1224	30135	350990	Hello may i know the payment online only for Maybank 2 u? How about the using the credit card payment?	1476174319	15017	0	18	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	MethodExcept
1240	30517	352620	where can i pay the remaining fees?	1476249793	15083	0	7	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	PaymentChannel	Procedure	False	HowPay
1256	30825	353192	hi..instead of paying the bill by auto-debit, can i pay the bill via maybank 2 u?	1476260561	15112	0	14	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	True	MethodExcept
1256	30841	353235	i can pay the bill at home now..	1476261103	15112	0	8	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	RequestPay
