conversation_tagging_id	index_en	id	msg	time	chat_id	user_id	word count	Language	Preassigned Topic	Preassigned Subtopic	Topic_L1	Topic_L2	AnswerType	Confirmation	Scenario
1213	29852	348912	G Voice	1476087599	14932	0	2	English	Billing	Billing Details	Billing	BillBreakdown	None	False	None
1213	29861	348944	G Unused Sharing Commitment Fee (* Sep 2016 *) ~ RM 32.00 6.47 	1476087905	14932	0	12	English	Billing	Billing Details	Billing	BillBreakdown	None	False	None
1213	29862	348947	G Voice 25.13 	1476087952	14932	0	3	English	Billing	Billing Details	Billing	BillBreakdown	None	False	None
1213	29864	348954	isn't that RM 32.00 sharing commitment fee for my voice calling charges?	1476088002	14932	0	11	English	Billing	Billing Details	Billing	BillBreakdown	Others	True	WhyItemAmount
1213	29868	348984	why i hv RM 32.00 sharing commitment, yet the call charges is charged separately from there?	1476088256	14932	0	15	English	Billing	Billing Details	Billing	BillBreakdown	Reason	False	WhyItemAmount
1213	29869	348992	yet i was not being explained that my monthly RM 8 is deducted like that?	1476088322	14932	0	14	English	Billing	Billing Details	Billing	BillBreakdown	Reason	False	WhyItemAmount
1213	29874	349002	why there is another 6.47 ?	1476088456	14932	0	5	English	Billing	Billing Details	Billing	None	Reason	False	WhyItemAmount
1223	30124	350915	I WAS TRYING TO VIEW MY BILL SUMMARY	1476172741	15013	0	8	English	Billing	Billing Charges	Billing	Document	None	False	HowViewBill
1223	30126	350922	FROM THE CALL BILLS: CALL Utilisation was RM 16.38. i understand tat is my usage of september.. but may i knw this is for 1 number or both?	1476172873	15013	0	27	English	Billing	Billing Charges	Billing	BillBreakdown	Others	False	WhyItemAmount
1274	31246	354127	Customer ID : 201102236 <NL>Invoice No : 1610 - 201102236 <NL><NL>Referring to the above info, what is this charges for?<NL>G Unused Sharing Commitment Fee (* Sep 2016 *) ~ RM 24.00 15.50 	1476323458	15155	0	27	English	Billing	Billing Details	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1274	31255	354171	My question is : How do you calculate the rm 15.50 ?	1476324054	15155	0	10	English	Billing	Billing Details	Billing	BillBreakdown	ObjectDefinition	False	WhyItemAmount
1276	31313	354271	what is G-voice	1476325156	15167	0	3	English	Billing	Billing Details	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1276	31318	354294	what is G SMS?	1476325276	15167	0	4	English	Billing	Billing Details	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1276	31319	354304	MY NUM CAN'T SEND SMS BUT WHY HAS A CHARGE FOR OFF-NET SMS?	1476325341	15167	0	13	English	Billing	Billing Details	Billing	BillBreakdown	Reason	False	WhyItemAmount
1276	31327	354353	GROUP VOICE IN WHAT ?EXAMPLE PLEASE?	1476325558	15167	0	6	English	Billing	Billing Details	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1276	31329	354367	WHAT ABOUT THE OFF NET SMS CHARGES ON MY NUM?	1476325631	15167	0	10	English	Billing	Billing Details	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1341	32951	359272	What means total current utillisation?	1476450597	15381	0	5	English	Billing	Billing Charges	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1341	32954	359275	but according to Total Current Utilisation the amt is rm 76.28 for sept bill. so how to caculate the exact payment that need to pay? a litte bit confused.	1476450740	15381	0	28	English	Billing	Billing Charges	Billing	BillOutstanding	Procedure	False	WhichFieldToPay
1341	32961	359282	so how to calculate actual payment? that means need to pay rm 76.28 for August?	1476451170	15381	0	14	English	Billing	Billing Charges	Billing	BillOutstanding	Procedure	False	WhichFieldToPay
1356	33388	361470	can i know what is the product charges in the bill	1476514866	15476	0	11	English	Billing	Billing Details	Billing	BillBreakdown	ObjectDefinition	True	ItemDefinition
1356	33393	361496	never mention inside the bill the REDPlan at all	1476515073	15476	0	9	English	Billing	Billing Details	Billing	BillBreakdown	None	False	None
1356	33395	361502	still have the charges even though more that 58 	1476515099	15476	0	9	English	Billing	Billing Details	Billing	BillBreakdown	None	False	None
1356	33397	361550	the product charges in my bill is 11.02 	1476515322	15476	0	8	English	Billing	Billing Details	Billing	BillBreakdown	None	False	None
1356	33398	361551	usage amount is 75.98 	1476515337	15476	0	4	English	Billing	Billing Details	Billing	BillBreakdown	None	False	None
1356	33399	361552	gst 5.22 	1476515343	15476	0	2	English	Billing	Billing Details	Billing	BillBreakdown	None	False	None
1356	33406	361570	why that is not in the bills	1476515509	15476	0	7	English	Billing	Billing Details	Billing	None	Reason	False	None
1385	34235	364801	Hi, could u please clarify -what is PPU charge?	1476596053	15611	0	9	English	Billing	Data Bundle / PPU Rate	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1410	34926	366150	what is the meaning .off-net mob<NL>if miss call but got song playing......will there be min charged. my bill alot of 0.08 sen charges	1476617816	15668	0	22	English	Billing	Billing Details	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1410	34944	366216	only less 10 sec. my bill full of 0.08 sen charge. what is meaning of......off-net mob	1476618766	15668	0	14	English	Billing	Billing Details	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1412	35005	366438	what is GCLIR fee ?	1476622292	15679	0	5	English	Billing	Billing Details	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1412	35009	366443	G All Divert Fee ?	1476622318	15679	0	5	English	Billing	Billing Details	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1500	37217	375144	meaning currently in online bill, I saw call usage IS RM 0.63 once below RM 8 I only pay as minimum commitment RM 8 Only?	1476933223	16073	0	22	English	Billing	Billing Details	Billing	BillBreakdown	Others	True	BillBreakdownOthers
1507	37411	376446	Then, why in my account still shown that i still debet RM 4. oo++	1476953643	16125	0	12	English	Billing	Payment Status	Billing	BillOutstanding	Reason	False	WhyBillAmount
1508	37424	376494	I was called and informed that i have an outstanding bill of about RM 59.00. from your record in my online account the total amout due showed as - RM 9.64. Kindly confirmed.	1476955795	16129	0	30	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	BillAmount
1515	37560	376916	hi, I have paid my fee through FPX but the status is still in progress and the amount shown is only rm 1 (but i paid rm 67.16 )	1476967965	16146	0	26	English	Billing	Payment Status	Billing	PaymentStatus	Reason	False	WhyNotUpdated
1524	37771	378056	Product Charges means?	1477036128	16195	0	3	English	Billing	Product Charges	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1531	37918	378666	any credit balance? how much?	1477095639	16223	0	5	English	Billing	Payment Status	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1536	38070	378812	what mean product charge?	1477101094	16229	0	4	English	Billing	Product Charges	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1536	38076	378830	i want to know what mean the product charges	1477101303	16229	0	9	English	Billing	Product Charges	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1541	38191	379489	May I ask you why my data usage cost me so much. Can you let me know the usage detail eg: Date	1477117598	16253	0	22	English	Billing	Data Bundle / PPU Rate	Billing	BillBreakdown	Reason	True	WhyItemAmount
1570	39065	381694	- 13.04 means i owe ur company money or?	1477214822	16330	0	8	English	Billing	Billing Details	Billing	BillOutstanding	Others	True	BillAmount
1581	39359	382898	my final billing payment have total amount due = - RM 58.55 	1477284214	16378	0	10	English	Billing	Billing Details	Billing	BillOutstanding	None	False	BillOutstandingOthers
1590	39573	384653	hi,<NL>pls explain why my product charge RM 42.06 ( current bil<NL><NL>which i downgrade to 1 gb+ rm 30.00 	1477362806	16448	0	16	English	Billing	Product Charges	Billing	BillBreakdown	Reason	False	WhyItemAmount
1598	39783	385803	Hi..I'm doubt about my current bill. When i check my bill via phone (bil terperinci) it stated Rm 35. ++.but when i went to the red 1 centre to pay the bill, the amount that I need to pay is RM 60. ++.why the amount is not same as in phone? Can you clarify this matter please?	1477382141	16488	0	55	English	Billing	Billing Charges	Billing	BillOutstanding	Reason	True	WhyBillAmount
1601	39877	386551	HELLO .CAN YOU EXPLANT WHAT CAHARGE FROM PRODUCTC CAHARGES	1477443314	16520	0	9	English	Billing	Make Payment - Selfcare	Billing	BillBreakdown	ObjectDefinition	True	ItemDefinition
1601	39879	386561	HOW CAN CHARGES SO HIGH RM 100 ++ FOR THIS OCTBER	1477443478	16520	0	9	English	Billing	Make Payment - Selfcare	Billing	BillBreakdown	Reason	True	TotalBreakdown
1604	39928	386891	Gd morning,<NL>My name is Donita. Number 019359 2247. <NL><NL>i am a little bit confused here. I am using the new package of RM 43 package. no matter how much calls i made and to any telco number. it will be RM 43 per month. Plus internet data of rm 30. <NL><NL>but why is my bill is more than the amount as per package. <NL><NL>Please explain	1477449407	16535	0	60	English	Billing	Billing Details	Billing	BillBreakdown	Reason	False	TotalBreakdown
1609	40141	387418	bill for oct only RM 16.96 and will due on end oct 2016. where RM 30.00 come from ?	1477458115	16549	0	16	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	BillBreakdown	Reason	False	WhyItemAmount
1617	40382	388104	KARBAGAM A/P PONUSMY IC 5797 <NL>WHAT IS MY BILL AMOUNT AND UNBILL AMOUNT AS AS TODAY?	1477465778	16576	0	15	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	WhyItemAmount
1625	40619	389590	Check status	1477536509	16638	0	2	English	Billing	Billing Charges	Billing	PaymentStatus	ObjectName	False	ConfirmPaymentReceived
1637	40876	390957	can i know product charge is including what chargers?	1477564709	16698	0	9	English	Billing	Product Charges	Billing	BillBreakdown	ObjectDefinition	True	ItemDefinition
1652	41368	393542	In bill showing bill amout pending is RM 16.96 but im pay rdy RM 8.48 On 4 th oct 16. kindly let me check hw much payment still pending	1477643328	16801	0	27	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1669	41802	394858	hi, I can't view the itemise call?	1477718154	16852	0	7	English	Billing	Billing Details	Billing	BillingTroubleShooting	Reason	False	CannotViewBill
1677	41978	395932	Can i know what is product charges?	1477799070	16902	0	7	English	Billing	Product Charges	Billing	BillBreakdown	ObjectDefinition	True	ItemDefinition
1682	42139	396501	may i know what is the product charges?	1477813277	16924	0	8	English	Billing	Billing Details	Billing	BillBreakdown	ObjectDefinition	True	ItemDefinition
1686	42280	396904	Why is penalty charge on my october bill?	1477822545	16940	0	8	English	Billing	Billing Charges	Billing	BillBreakdown	Reason	False	WhyItemAmount
1687	42316	396977	Just to ask, if the total amount is - RM 7.82 means that redone owes me? is it?	1477824392	16942	0	17	English	Billing	Billing Details	Billing	BillOutstanding	Others	True	BillAmount
1706	42779	398310	hi, can i ask the bill status ?	1477884523	17000	0	8	English	Billing	Billing Charges	Billing	BillOutstanding	Object	True	BillAmount
1715	43039	398715	May i know what is unused commitment fee ? thank you	1477888316	17023	0	11	English	Billing	Billing Details	Billing	BillBreakdown	ObjectDefinition	True	ItemDefinition
1716	43094	398870	my total current utilization was rm 12.53 but I only pay for rm 10 because I didn't check my bill... is it okay or I must pay for the balance total rm 2.53. ???	1477889638	17027	0	30	English	Billing	Billing Details	Billing	BillOutstanding	ObjectOthers	True	PartialPayment
1733	43413	400707	Hi, how do you calculate product charges in the bill?	1477915255	17114	0	10	English	Billing	Product Charges	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1743	43617	401813	what is pay per view data?	1477963079	17168	0	6	English	Billing	Data Bundle / PPU Rate	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
1752	43843	402928	Hi, my product is rm 40 's package before and my bill for product is just rm 40. How come this month it change to Rm 41.26 ?	1477967476	17225	0	24	English	Billing	Product Charges	Billing	BillBreakdown	Reason	False	WhyItemAmount
1752	43850	403022	Hi, my product is rm 40 's package before and my bill for product is just rm 40. How come this month it change to Rm 41.26 ?	1477967902	17225	0	24	English	Billing	Product Charges	Billing	BillBreakdown	Reason	False	WhyItemAmount
1761	44088	403741	what is product charges?<NL>in my bill	1477971751	17257	0	6	English	Billing	Product Charges	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
